
"1" 8.18517718391052
"2" 13.82662864408036
"3" 19.255168179562563
"4" 24.467940575572726
"5" 28.57927562114744
"6" 32.55073487382741
"7" 35.7093604031395
"8" 40.647557542296944
"9" 39.54481426911601
"10" 44.31469788604341
"11" 48.87817732415269
"12" 47.47693775631985
"13" 48.783918182754654
"14" 51.37761715161305
"15" 53.708759800574434
"16" 56.99844237350211
"17" 57.12326710955442
"18" 57.05244127204055
"19" 60.89439103191746
"20" 60.855759406731316
"21" 54.43138536474422
"22" 53.4872152099447
"23" 56.49245035389088
"24" 53.80298666293418
"25" 58.10089499884381
"26" 57.146153093794815
"27" 59.556120330634215
"28" 57.01587687779444
"29" 57.26285200065421
"30" 59.40723413262257
"31" 59.19046248894881
"32" 59.91104027237584
"33" 57.955806240588814
"34" 56.794629622037064
"35" 56.28095479090338
"36" 57.31176903217235
"37" 58.10565581446802
"38" 58.55066199128776
"39" 60.584809726607936
"40" 60.33848802714147
